PARENT_MOLREGNO	CHEMBL_ID	SYNONYMS	DEVELOPMENT_PHASE	RESEARCH_CODES	APPLICANTS	USAN_STEM	USAN_STEM_DEFINITION	USAN_STEM_SUBSTEM	USAN_YEAR	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	INDICATION_CLASS	SC_PATENT_NO	DRUG_TYPE	RULE_OF_FIVE	FIRST_IN_CLASS	CHIRALITY	PRODRUG	ORAL	PARENTERAL	TOPICAL	BLACK_BOX	AVAILABILITY_TYPE	CANONICAL_SMILES
139950	CHEMBL443014	Carboquone (INN, JAN, MI)									L01AC03	L01AC03 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Alkylating Agents:Ethylene imines]			Synthetic Small Molecule	Y	N	Racemic Mixture	N						COC(COC(=O)N)C1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)C
16716	CHEMBL575	Methicillin (BAN); Meticillin (INN); Methicillin sodium (FDA, USAN, USP); Meticillin Sodium (JAN)	4	BRL-1241; SQ-16123; X-1497	Apothecon Inc Div Bristol Myers Squibb	-cillin	penicillins	-cillin	1962	1982	J01CF03	J01CF03 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Beta-Lactam Antibacterials, Penicillins:Beta-lactamase resistant penicillins]	Antibacterial		Natural Product-derived	Y	N	Single Stereoisomer	N	N	Y	N	N	Discontinued	COc1cccc(OC)c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O
139241	CHEMBL86715	Procyclidine (BAN, INN); Procyclidine HCl (FDA, USP)	4		Monarch Pharmaceuticals Inc	-clidine	muscarinic agonists (various indications)	-clidine		1955	N04AA04	N04AA04 [Nervous System:Anti-Parkinson Drugs:Anticholinergic Agents:Tertiary amines]	Antiparkinsonian; Relaxant (skeletal muscle)		Synthetic Small Molecule	Y	N	Racemic Mixture	N	Y	N	N	N	Discontinued	OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3
17224	CHEMBL584	Nelfinavir (BAN, INN); Nelfinavir mesylate (FDA, USAN)	4	AG-1343	Agouron Pharmaceuticals Inc	-vir	antivirals: HIV protease inhibitors (saquinavir type)	-vir (-navir)	1996	1997	J05AE04	J05AE04 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Protease inhibitors]	Antiviral	US-5484926-A	Synthetic Small Molecule	N	N	Single Stereoisomer	N	Y	N	N	N	Prescription-only	Cc1c(O)cccc1C(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C
42520	CHEMBL762	Oxymetazoline (BAN, INN); Oxymetazoline HCl (FDA, JAN, USAN, USP)	4	SCH-9384	Schering Plough Healthcare Products Inc; Johnson And Johnson Group Consumer Companies	-azoline	antihistamines/local vasoconstrictors (antazoline type)	-azoline	1963	1986	R01AA05; R01AB07; S01GA04	R01AA05 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Sympathomimetics, plain]; R01AB07 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Sympathomimetics, combinations excl. corticosteroids]; S01GA04 [Sensory Organs:Ophthalmologicals:Decongestants And Antiallergics:Sympathomimetics used as decongestants]	Adrenergic (vasoconstrictor)		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	Y	N	Over-The-Counter	Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C
675711	CHEMBL1201760	Besifloxacin (INN); Besifloxacin HCl (FDA, USAN)	4	BOL-303224-A; SS-734	Bausch And Lomb Inc	-oxacin	antibacterials (quinolone derivatives)	-oxacin	2007	2009	S01AE08	S01AE08 [Sensory Organs:Ophthalmologicals:Antiinfectives:Fluoroquinolones]		US-5447926-A	Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	Y	N	Prescription-only	N[C@@H]1CCCCN(C1)c2c(F)cc3C(=O)C(=CN(C4CC4)c3c2Cl)C(=O)O
36842	CHEMBL726	Fluphenazine (BAN, INN); Fluphenazine HCl (BAN, FDA, JAN, USP)	4		Schering Corp Sub Schering Plough Corp; Apothecon Inc Div Bristol Myers Squibb					1959	N05AB02	N05AB02 [Nervous System:Psycholeptics:Antipsychotics:Phenothiazines with piperazine structure]	Antipsychotic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	Y	N	Y	Prescription-only	OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1
186531	CHEMBL114655	Buphenine (INN, BAN); Nylidrin HCl (USP)									G02CA02; C04AA02	G02CA02 [Genito Urinary System And Sex Hormones:Other Gynecologicals:Other Gynecologicals:Sympathomimetics, labour repressants]; C04AA02 [Cardiovascular System:Peripheral Vasodilators:Peripheral Vasodilators:2-amino-1-phenylethanol derivatives]			Synthetic Small Molecule	Y	N	Racemic Mixture	N						CC(CCc1ccccc1)NC(C)C(O)c2ccc(O)cc2
3854	CHEMBL53	Apomorphine (BAN); Apomorphine HCl (FDA, USP)	4		Us Worldmeds Llc					2004	G04BE07; N04BC07	G04BE07 [Genito Urinary System And Sex Hormones:Urologicals:Urologicals:Drugs used in erectile dysfunction]; N04BC07 [Nervous System:Anti-Parkinson Drugs:Dopaminergic Agents:Dopamine agonists]	Emetic		Natural Product-derived	Y	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only	CN1CCc2cccc3c2[C@H]1Cc4ccc(O)c(O)c34
390877	CHEMBL1460	Didanosine (BAN, FDA, INN, USAN)	4	BMY-40900	Bristol Myers Squibb Co Pharmaceutical Research Institute; Bristol Myers Squibb Co				1990	1991	J05AF02	J05AF02 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Nucleoside and nucleotide reverse transcriptase inhibitors]	Antiviral		Synthetic Small Molecule	Y	N	Single Stereoisomer	N	Y	N	N	Y	Prescription-only	OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)NC=Nc23
624467	CHEMBL1098319	Mesna (BAN, FDA, INN, USAN)	4	D-7093	Baxter Healthcare Corp				1990	1988	R05CB05; V03AF01	R05CB05 [Respiratory System:Cough And Cold Preparations:Expectorants, Excl. Combinations With Cough Suppressants:Mucolytics]; V03AF01 [Various:All Other Therapeutic Products:All Other Therapeutic Products:Detoxifying agents for antineoplastic treatment]	Detoxifying Agent		Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	Y	N	Y	Prescription-only	OS(=O)(=O)CCS
240769	CHEMBL1261	Citric Acid (FDA, JAN, USP); Citric Acid Monohydrate (USP)	4		Hospira Inc; Ferring Pharmaceuticals As; Exalenz Bioscience Ltd; Baxter Healthcare Corp; United Guardian Inc					1982	A09AB04	A09AB04 [Alimentary Tract And Metabolism:Digestives, Incl. Enzymes:Digestives, Incl. Enzymes:Acid preparations]		US-8450338-B2	Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	Y	N	N	Prescription-only	OC(=O)CC(O)(CC(=O)O)C(=O)O
31171	CHEMBL24072	Prenylamine (BAN, INN, USAN); Prenylamine Lactate (JAN)		B-436					1962		C01DX52; C01DX02	C01DX52 [Cardiovascular System:Cardiac Therapy:Vasodilators Used In Cardiac Diseases:Other vasodilators used in cardiac diseases]; C01DX02 [Cardiovascular System:Cardiac Therapy:Vasodilators Used In Cardiac Diseases:Other vasodilators used in cardiac diseases]	Vasodilator (coronary)		Synthetic Small Molecule	N	N	Racemic Mixture	N						CC(Cc1ccccc1)NCCC(c2ccccc2)c3ccccc3
421059	CHEMBL251634	Fluocortolone (BAN, INN, USAN)		SH-742		-olone	steroids (not prednisolone derivatives)	-olone	1965		C05AA08; H02AB03; D07AC05	C05AA08 [Cardiovascular System:Vasoprotectives:Agents For Treatment Of Hemorrhoids And Anal :Corticosteroids]; H02AB03 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Corticosteroids For Systemic Use, Plain:Glucocorticoids]; D07AC05 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, potent (group III)]	Glucocorticoid		Natural Product-derived	Y	N	Single Stereoisomer	N						C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
125294	CHEMBL1042	Cholecalciferol (BAN, FDA, JAN, USP); Colecalciferol (BAN, INN)	4		Sandoz Canada Inc; Merck And Co Inc	-calci-	vitamin D analogues	-calci-		1999	A11CC05	A11CC05 [Alimentary Tract And Metabolism:Vitamins:Vitamin A And D, Incl. Combinations Of The Two:Vitamin D and analogues]	Vitamin (antirachitic)	US-5994329-A	Natural Product-derived	N	N	Single Stereoisomer	N	Y	Y	N	N	Prescription-only	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)CCC3=C)\CCC[C@]12C
4775	CHEMBL61	Podofilox (FDA, USAN); Podophyllotoxin (BAN)	4		Watson Pharmaceuticals Inc				1989	1990	D06BB04	D06BB04 [Dermatologicals:Antibiotics And Chemotherapeutics For Dermatological Use:Chemotherapeutics For Topical Use:Antivirals]	Antimitotic		Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	Y	N	Prescription-only	COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24
430124	CHEMBL1536	Ergocalciferol (BAN, FDA, INN, JAN, USP)	4		Hospira Inc; Hoffmann La Roche Inc; Astrazeneca Lp; Abraxis Pharmaceutical Products; Sanofi Aventis Us Llc	-calci-	vitamin D analogues	-calci-		1941	A11CC01	A11CC01 [Alimentary Tract And Metabolism:Vitamins:Vitamin A And D, Incl. Combinations Of The Two:Vitamin D and analogues]	Vitamin (antirachitic)		Natural Product-derived	N	N	Single Stereoisomer	N	Y	Y	N	N	Prescription-only	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)CCC3=C)\CCC[C@]12C
48859	CHEMBL32838	Fumagillin (BAN, DCF, INN, MI)			Abbott	-gillin	antibiotics (Aspergillus strains)	-gillin			P01AX10	P01AX10 [Antiparasitic Products, Insecticides And Repellents:Antiprotozoals:Agents Against Amoebiasis And Other Protozoal Diseases:Other agents against amoebiasis and other protozoal diseases]			Natural Product-derived	Y	N	Single Stereoisomer	N						CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]3(C)O[C@@H]3CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(=O)O
453486	CHEMBL460287	Etoglucid (INN, MI)		ICI-32865							L01AG01	L01AG01 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Alkylating Agents:Epoxides]			Synthetic Small Molecule	Y	N	Racemic Mixture	N						C(COCCOCC1CO1)OCCOCC2CO2
674617	CHEMBL1200666	Calcipotriene (FDA, USAN); Calcipotriene Hydrate (FDA); Calcipotriol (BAN, INN)	4	MC-903	Stiefel Laboratories Inc; Leo Pharmaceutical Products Ltd; Leo Pharma As	calci-	vitamin D analogues	calci-	1992	1993	D05AX02; D05AX52	D05AX02 [Dermatologicals:Antipsoriatics:Antipsoriatics For Topical Use:Other antipsoriatics for topical use]; D05AX52 [Dermatologicals:Antipsoriatics:Antipsoriatics For Topical Use:Other antipsoriatics for topical use]	Antipsoriatic	US-5763426-A	Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	Y	N	Prescription-only	C[C@H](\C=C\[C@@H](O)C1CC1)[C@H]2CC[C@H]3\C(=C\C=C/4\C[C@@H](O)C[C@H](O)C4=C)\CCC[C@]23C
15890	CHEMBL110	Benznidazole (INN, MI)				-nidazole	antiprotozoal substances (metronidazole type)	-nidazole			P01CA02	P01CA02 [Antiparasitic Products, Insecticides And Repellents:Antiprotozoals:Agents Against Leishmaniasis And Trypanosomiasis:Nitroimidazole derivatives]			Synthetic Small Molecule	Y	N	Achiral Molecule	N						[O-][N+](=O)c1nccn1CC(=O)NCc2ccccc2
255373	CHEMBL1293	Betacarotene (FDA, USAN, USP, INN)	4		Hoffmann La Roche Inc				1977		A11CA02; D02BB01	A11CA02 [Alimentary Tract And Metabolism:Vitamins:Vitamin A And D, Incl. Combinations Of The Two:Vitamin A, plain]; D02BB01 [Dermatologicals:Emollients And Protectives:Protectives Against Uv-Radiation:Protectives against UV-radiation for systemic use]	Ultraviolet Screen		Natural Product-derived	N	N	Achiral Molecule	N	Y	N	N	N	Discontinued	C\C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C)\C=C\C=C(/C)\C=C\C2=C(C)CCCC2(C)C
674669	CHEMBL1200718	Magnesia, [Milk Of] (USP); Magnesium Hydroxide (FDA, JAN)	4		Santarus Inc; Mcneil Consumer Healthcare					2000	G04BX01; A02AA04	G04BX01 [Genito Urinary System And Sex Hormones:Urologicals:Urologicals:Other urologicals]; A02AA04 [Alimentary Tract And Metabolism:Drugs For Acid Related Disorders:Antacids:Magnesium compounds]	Antacid; Laxative	US-5989588-A	Inorganic	N	N	Unknown	N	Y	N	N	N	Over-The-Counter	[OH-].[OH-].[Mg+2]
83838	CHEMBL924	Zoledronic acid (BAN, FDA, INN, USAN); Zoledronate Disodium (USAN); Zoledronate Trisodium (USAN)	4	CGP-42446; CGP-42446A; CGP-42446B	Novartis Pharmaceuticals Corp; Ciba-Geigy				1996	2001	M05BA08	M05BA08 [Musculo-Skeletal System:Drugs For Treatment Of Bone Diseases:Drugs Affecting Bone Structure And Mineralization:Bisphosphonates]	Osteoporosis Therapy Adjunct; Bone Resorption Inhibitor	US-7932241-B2	Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	Y	N	N	Prescription-only	OC(Cn1ccnc1)(P(=O)(O)O)P(=O)(O)O
8193	CHEMBL497	Clioquinol (BAN, FDA, INN, USP)	4		Bayer Pharmaceuticals Corp					1982	P01AA02; S02AA05; G01AC02; D09AA10; D08AH30; P01AA52	P01AA02 [Antiparasitic Products, Insecticides And Repellents:Antiprotozoals:Agents Against Amoebiasis And Other Protozoal Diseases:Hydroxyquinoline derivatives]; S02AA05 [Sensory Organs:Otologicals:Antiinfectives:Antiinfectives]; G01AC02 [Genito Urinary System And Sex Hormones:Gynecological Antiinfectives And Antiseptics:Antiinfectives And Antiseptics, Excl. Combinations:Quinoline derivatives]; D09AA10 [Dermatologicals:Medicated Dressings:Medicated Dressings:Medicated dressings with antiinfectives]; D08AH30 [Dermatologicals:Antiseptics And Disinfectants:Antiseptics And Disinfectants:Quinoline derivatives]; P01AA52 [Antiparasitic Products, Insecticides And Repellents:Antiprotozoals:Agents Against Amoebiasis And Other Protozoal Diseases:Hydroxyquinoline derivatives]	Anti-Amebic; Anti-Infective, Topical		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	Y	N	Discontinued	Oc1c(I)cc(Cl)c2cccnc12
76538	CHEMBL296306	Lactitol (BAN, INN, NF); Lactulose (BAN, FDA, INN, JAN, USAN, USP)	4		Solvay Pharmaceuticals; Sanofi Aventis Us Llc				1965	1976	A06AD12; A06AD61; A06AD11	A06AD12 [Alimentary Tract And Metabolism:Drugs For Constipation:Drugs For Constipation:Osmotically acting laxatives]; A06AD61 [Alimentary Tract And Metabolism:Drugs For Constipation:Drugs For Constipation:Osmotically acting laxatives]; A06AD11 [Alimentary Tract And Metabolism:Drugs For Constipation:Drugs For Constipation:Osmotically acting laxatives]	Laxative		Natural Product-derived	N	N	Single Stereoisomer	N	Y	N	Y	N	Prescription-only	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
453408	CHEMBL461343	Guanoxabenz (INN, USAN)		43-663	Novartis	guan-	antihypertensives (guanidine derivatives)	guan-	1974		C02CC07	C02CC07 [Cardiovascular System:Antihypertensives:Antiadrenergic Agents, Peripherally Acting:Guanidine derivatives]	Antihypertensive		Synthetic Small Molecule	Y	N	Achiral Molecule	N						N\C(=N/O)\N\N=C\c1c(Cl)cccc1Cl
341383	CHEMBL203266	Trimetazidine (BAN, DCF, INN, MI); Trimetazidine HCl (JAN)		40045							C01EB15	C01EB15 [Cardiovascular System:Cardiac Therapy:Other Cardiac Preparations:Other cardiac preparations]			Synthetic Small Molecule	Y	N	Achiral Molecule	N						COc1ccc(CN2CCNCC2)c(OC)c1OC
421036	CHEMBL254193	Endralazine (BAN, INN); Endralazine Mesylate (USAN)		22-708	Novartis	-dralazine	antihypertensives (hydrazine-phthalazines)	-dralazine	1981		C02DB03	C02DB03 [Cardiovascular System:Antihypertensives:Arteriolar Smooth Muscle, Agents Acting On:Hydrazinophthalazine derivatives]	Antihypertensive		Synthetic Small Molecule	Y	N	Achiral Molecule	N						N\N=C\1/NN=C2CCN(CC2=C1)C(=O)c3ccccc3
237298	CHEMBL1252	Abarelix (FDA, INN, USAN)	4	PPI-149; R-3827	Speciality European Pharma Ltd	-relix	hormone-release inhibiting peptides	-relix	1997	2003	L02BX01	L02BX01 [Antineoplastic And Immunomodulating Agents:Endocrine Therapy:Hormone Antagonists And Related Agents:Other hormone antagonists and related agents]	Antagonist (LHRH); Gonad-Stimulating Principle	US-5843901-A	Oligopeptide	N	N	Single Stereoisomer	N	N	Y	N	Y	Discontinued	CC(C)C[C@H](NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](Cc1ccc(O)cc1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](Cc2cccnc2)NC(=O)[C@@H](Cc3ccc(Cl)cc3)NC(=O)[C@@H](Cc4ccc5ccccc5c4)NC(=O)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N6CCC[C@H]6C(=O)N[C@H](C)C(=O)N
56644	CHEMBL820	Busulfan (BAN, FDA, INN, JAN, USP)	4		Otsuka Pharmaceutical Co Ltd; Aspen Global Inc	-sulfan	antineoplastics, alkylating agents (methanesulfonate derivatives)	-sulfan		1954	L01AB01	L01AB01 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Alkylating Agents:Alkyl sulfonates]		US-5430057-A	Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	Y	N	Y	Prescription-only	CS(=O)(=O)OCCCCOS(=O)(=O)C
27569	CHEMBL434394	Nebivolol (BAN, INN, USAN); Nebivolol HCl (FDA, USAN)	4	R-65824; Ro-67555	Janssen; Forest Laboratories Inc	-olol	beta-blockers (propranolol type)	-olol	1988	2007	C07AB12	C07AB12 [Cardiovascular System:Beta Blocking Agents:Beta Blocking Agents:Beta blocking agents, selective]	Antihypertensive (beta-blocker)	US-5759580-A	Synthetic Small Molecule	Y	N	Racemic Mixture	N	Y	N	N	N	Prescription-only	OC(CNCC(O)C1CCc2cc(F)ccc2O1)C3CCc4cc(F)ccc4O3
22572	CHEMBL282052	Methaqualone (BAN, INN, USAN, USP); Methaqualone HCl (MI, USP)		CI-705; CN-38703; QZ-2; R-148; TR-495	Wallace; Parke-Davis				1962		N05CX02; N05CM01	N05CX02 [Nervous System:Psycholeptics:Hypnotics And Sedatives:Hypnotics and sedatives in combination, excl. barbiturates]; N05CM01 [Nervous System:Psycholeptics:Hypnotics And Sedatives:Other hypnotics and sedatives]	Sedative-Hypnotic		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC1=Nc2ccccc2C(=O)N1c3ccccc3C
443348	CHEMBL196	Ascorbic Acid (BAN, FDA, INN, JAN, USP)	4		Hospira Inc; Hoffmann La Roche Inc; Astrazeneca Lp; Abraxis Pharmaceutical Products; Salix Pharmaceuticals Inc					1985	S01XA15; G01AD03; A11GA01	S01XA15 [Sensory Organs:Ophthalmologicals:Other Ophthalmologicals:Other ophthalmologicals]; G01AD03 [Genito Urinary System And Sex Hormones:Gynecological Antiinfectives And Antiseptics:Antiinfectives And Antiseptics, Excl. Combinations:Organic acids]; A11GA01 [Alimentary Tract And Metabolism:Vitamins:Ascorbic Acid (Vitamin C), Incl. Combinations:Ascorbic acid (vitamin C), plain]	Acidifier (urlnary); Vitamin (antiscorbutic)	US-7169381-B2	Natural Product-derived	Y	N	Single Stereoisomer	N	Y	Y	N	N	Prescription-only	OC[C@H](O)[C@H]1OC(=O)C(=C1O)O
11763	CHEMBL13291	Fludiazepam (INN, JAN, MI)				-azepam	antianxiety agents (diazepam type)	-azepam			N05BA17	N05BA17 [Nervous System:Psycholeptics:Anxiolytics:Benzodiazepine derivatives]			Synthetic Small Molecule	Y	N	Achiral Molecule	N						CN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13
439720	CHEMBL1549	Hydrocortisone cypionate (FDA, USP)	4		Pharmacia And Upjohn Co	-cort-	cortisone derivatives	-cort-		1955	D07AA02; S01CB03; C05AA01; D07XA01; A07EA02; A01AC03; H02AB09; S02BA01; S01BA02	D07AA02 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, weak (group I)]; S01CB03 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents And Antiinfectives In Combination:Corticosteroids/antiinfectives/mydriatics in combination]; C05AA01 [Cardiovascular System:Vasoprotectives:Agents For Treatment Of Hemorrhoids And Anal :Corticosteroids]; D07XA01 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Other Combinations:Corticosteroids, weak, other combinations]; A07EA02 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Intestinal Antiinflammatory Agents:Corticosteroids acting locally]; A01AC03 [Alimentary Tract And Metabolism:Stomatological Preparations:Stomatological Preparations:Corticosteroids for local oral treatment]; H02AB09 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Corticosteroids For Systemic Use, Plain:Glucocorticoids]; S02BA01 [Sensory Organs:Otologicals:Corticosteroids:Corticosteroids]; S01BA02 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents:Corticosteroids, plain]			Natural Product-derived	Y	N	Single Stereoisomer	Y	Y	N	N	N	Discontinued	C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)COC(=O)CCC5CCCC5)[C@@]4(C)C[C@H](O)[C@H]23
61682	CHEMBL44354	Ceftazidime (BAN, FDA, INN, JAN, USAN, USP); Ceftazidime Sodium (FDA)	4	GR-20263; LY-139381	GlaxoSmithKline; Covis Pharma Sarl; B Braun Medical Inc	cef-	cephalosporins	cef-	1980	1985	J01DD02	J01DD02 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Other Beta-Lactam Antibacterials:Third-generation cephalosporins]	Antibacterial		Natural Product-derived	N	N	Single Stereoisomer	N	N	Y	N	Y	Prescription-only	CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3ccccc3)\c4csc(N)n4)C(=O)O
674799	CHEMBL1200848	Hydroxyprogesterone (BAN, INN); Hydroxyprogesterone Caproate (FDA, INN, JAN, USP)	4		Watson Laboratories Inc; Kv Pharmaceutical Co; Bristol Myers Squibb; Akorn Inc	-gest-	progestins	-gest-		1975	G03DA03	G03DA03 [Genito Urinary System And Sex Hormones:Sex Hormones And Modulators Of The Genital System:Progestogens:Pregnen (4) derivatives]	Progestin		Natural Product-derived	N	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only	CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)C
581798	CHEMBL576127	Fenspiride (INN); Fenspiride HCl (USAN)		NAT-333; NDR-5998A	Marion Merrell Dow				1969		R03BX01; R03DX03	R03BX01 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Drugs For Obstructive Airway Diseases, Inhalants:Other drugs for obstructive airway diseases, inhalants]; R03DX03 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Other systemic drugs for obstructive airway diseases]	Anti-Adrenergic (alpha-receptor); Bronchodilator		Synthetic Small Molecule	Y	N	Achiral Molecule	N						O=C1NCC2(CCN(CCc3ccccc3)CC2)O1
72035	CHEMBL45816	Mibefradil (INN, BAN); Mibefradil Dihydrochloride (USAN)		Ro-405967-001	Hoffmann-Laroche	-dil; -fradil	vasodilators (undefined group); calcium channel blockers acting as vasodilators	-dil; -fradil	1994		C08CX01	C08CX01 [Cardiovascular System:Calcium Channel Blockers:Selective Calcium Channel Blockers With Mainly Vascular Effects:Other selective calcium channel blockers with mainly vascular effects]	Vasodilator		Synthetic Small Molecule	N	N	Single Stereoisomer	N						COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C
152728	CHEMBL1107	Halofantrine (BAN, INN); Halofantrine HCl (FDA, USAN)	4	WR-171669	GlaxoSmithKline				1979	1992	P01BX01	P01BX01 [Antiparasitic Products, Insecticides And Repellents:Antiprotozoals:Antimalarials:Other antimalarials]	Antimalarial		Synthetic Small Molecule	N	N	Racemic Mixture	N	Y	N	N	N	Discontinued	CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c3cc(ccc13)C(F)(F)F
674858	CHEMBL1200907	Trilostane (BAN, FDA, INN, JAN, USAN)	4	WIN-24540	Bioenvision Inc				1976	1984	H02CA01	H02CA01 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Antiadrenal Preparations:Anticorticosteroids]	Adrenocortical Suppressant		Natural Product-derived	Y	N	Single Stereoisomer	N	Y	N	N	N	Discontinued	C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(=C(C[C@]35C)C#N)O)[C@@H]1CC[C@@H]2O
20496	CHEMBL599	Meloxicam (BAN, FDA, INN, USAN)	4	UH-AC 62XX	Boehringer Ingelheim Pharmaceuticals Inc	-icam	anti-inflammatory agents (isoxicam type)	-icam	1997	2000	M01AC56; M01AC06	M01AC56 [Musculo-Skeletal System:Antiinflammatory And Antirheumatic Products:Antiinflammatory And Antirheumatic Products, Non-Steroids:Oxicams]; M01AC06 [Musculo-Skeletal System:Antiinflammatory And Antirheumatic Products:Antiinflammatory And Antirheumatic Products, Non-Steroids:Oxicams]	Anti-Inflammatory (nonsteroidal)		Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	Y	Prescription-only	CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ncc(C)s3
26451	CHEMBL21333	Pranlukast (BAN, INN)		ONO-1078; SB-205312		-ast	antiasthmatics/antiallergics: leukotriene receptor antagonists)	-ast (-lukast)			R03DC02	R03DC02 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Leukotriene receptor antagonists]			Synthetic Small Molecule	Y	N	Achiral Molecule	N						O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4
674753	CHEMBL1200802	Talbutal (FDA, INN, USP)	4		Sanofi Aventis Us Llc					1982	N05CA07	N05CA07 [Nervous System:Psycholeptics:Hypnotics And Sedatives:Barbiturates, plain]			Synthetic Small Molecule	Y	N	Racemic Mixture	N	Y	N	N	N	Discontinued	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
675731	CHEMBL1201780	Carglumic acid (FDA, INN, USAN)	4	OE-312 (Laboratory-Code-Designation)	Orphan Europe				2009	2010	A16AA05	A16AA05 [Alimentary Tract And Metabolism:Other Alimentary Tract And Metabolism Products:Other Alimentary Tract And Metabolism Products:Amino acids and derivatives]			Synthetic Small Molecule	Y	Y	Single Stereoisomer	N	Y	N	N	N	Prescription-only	NC(=O)N[C@@H](CCC(=O)O)C(=O)O
